"filename", "language", "PHP", "JavaScript", "SQL", "XML", "Markdown", "JSON", "CSS", "HTML", "YAML", "comment", "blank", "total"
"c:\xampp\htdocs\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Rect.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 51
"c:\xampp\htdocs\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Shape.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 63
"c:\xampp\htdocs\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Stop.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 18
"c:\xampp\htdocs\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\StyleTag.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 28
"c:\xampp\htdocs\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Text.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 73
"c:\xampp\htdocs\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\UseTag.php", "PHP", 87, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 123
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 81, 242
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\README.md", "Markdown", 0, 0, 0, 0, 546, 0, 0, 0, 0, 0, 87, 633
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\composer.json", "JSON", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 1, 70
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\AtRuleBlockList.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 84
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\CSSBlockList.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 144
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\CSSList.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 134, 28, 480
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\Document.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 0, 0, 79, 14, 173
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\KeyFrame.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 36, 15, 105
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Comment\Comment.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 72
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Comment\Commentable.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 26
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\OutputFormat.php", "PHP", 134, 0, 0, 0, 0, 0, 0, 0, 0, 161, 40, 335
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\OutputFormatter.php", "PHP", 127, 0, 0, 0, 0, 0, 0, 0, 0, 82, 23, 232
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Parser.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 25, 8, 61
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\OutputException.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 19
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\ParserState.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 159, 40, 517
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\SourceException.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 33
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\UnexpectedEOFException.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 13
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\UnexpectedTokenException.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 52
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Property\AtRule.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 35
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Property\CSSNamespace.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 0, 0, 64, 20, 155
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Property\Charset.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 0, 57, 17, 130
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Property\Import.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 0, 0, 56, 18, 138
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Property\KeyframeSelector.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 24
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Property\Selector.php", "PHP", 77, 0, 0, 0, 0, 0, 0, 0, 0, 49, 13, 139
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Renderable.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 22
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\RuleSet\AtRuleSet.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 74
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\RuleSet\DeclarationBlock.php", "PHP", 656, 0, 0, 0, 0, 0, 0, 0, 0, 149, 27, 832
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\RuleSet\RuleSet.php", "PHP", 189, 0, 0, 0, 0, 0, 0, 0, 0, 114, 24, 327
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Rule\Rule.php", "PHP", 225, 0, 0, 0, 0, 0, 0, 0, 0, 134, 34, 393
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Settings.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 44, 11, 90
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\CSSFunction.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 74
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\CSSString.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10, 106
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\CalcFunction.php", "PHP", 72, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 90
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\CalcRuleValueList.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 25
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\Color.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 38, 16, 167
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\LineName.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 66
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\PrimitiveValue.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 15
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\RuleValueList.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 16
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\Size.php", "PHP", 114, 0, 0, 0, 0, 0, 0, 0, 0, 71, 25, 210
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\URL.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10, 83
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\Value.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 0, 0, 48, 13, 199
"c:\xampp\htdocs\dompdf\vendor\sabberworm\php-css-parser\src\Value\ValueList.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 39, 13, 101
"c:\xampp\htdocs\errores\403.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"c:\xampp\htdocs\errores\404.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"c:\xampp\htdocs\fonts\fontawesome-webfont.svg", "XML", 0, 0, 0, 655, 0, 0, 0, 0, 0, 0, 0, 655
"c:\xampp\htdocs\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 288
"c:\xampp\htdocs\images\Acciones\Adelante.svg", "XML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 1, 26
"c:\xampp\htdocs\images\Acciones\Ajustes.svg", "XML", 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 1, 56
"c:\xampp\htdocs\images\Acciones\Atras.svg", "XML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 1, 26
"c:\xampp\htdocs\images\Acciones\Avanzar.svg", "XML", 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 1, 37
"c:\xampp\htdocs\images\Acciones\Buscar.svg", "XML", 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 1, 30
"c:\xampp\htdocs\images\Acciones\Busqueda.svg", "XML", 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 1, 30
"c:\xampp\htdocs\images\Acciones\Hogar.svg", "XML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 1, 1, 39
"c:\xampp\htdocs\images\Acciones\Login.svg", "XML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 1, 32
"c:\xampp\htdocs\images\Acciones\Manual.svg", "XML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 1, 1, 65
"c:\xampp\htdocs\images\Acciones\Maximizar.svg", "XML", 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 1, 50
"c:\xampp\htdocs\images\Acciones\Pdf.svg", "XML", 0, 0, 0, 115, 0, 0, 0, 0, 0, 1, 1, 117
"c:\xampp\htdocs\images\Acciones\Registro.svg", "XML", 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 1, 29
"c:\xampp\htdocs\images\Acciones\Reloj.svg", "XML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 1, 32
"c:\xampp\htdocs\images\Acciones\Retroceder.svg", "XML", 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 1, 37
"c:\xampp\htdocs\images\Acciones\Soporte.svg", "XML", 0, 0, 0, 82, 0, 0, 0, 0, 0, 1, 1, 84
"c:\xampp\htdocs\images\Acciones\Tema.svg", "XML", 0, 0, 0, 86, 0, 0, 0, 0, 0, 1, 1, 88
"c:\xampp\htdocs\images\Contextual\Actualizar.svg", "XML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 1, 70
"c:\xampp\htdocs\images\Contextual\Ayuda.svg", "XML", 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 1, 71
"c:\xampp\htdocs\images\Contextual\Borrar.svg", "XML", 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 52
"c:\xampp\htdocs\images\Contextual\Copiar.svg", "XML", 0, 0, 0, 72, 0, 0, 0, 0, 0, 1, 1, 74
"c:\xampp\htdocs\images\Contextual\Cortar.svg", "XML", 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 1, 61
"c:\xampp\htdocs\images\Contextual\Pegar.svg", "XML", 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 52
"c:\xampp\htdocs\images\Contextual\Seleccionar.svg", "XML", 0, 0, 0, 57, 0, 0, 0, 0, 0, 1, 1, 59
"c:\xampp\htdocs\images\Contextual\Tema.svg", "XML", 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 1, 21
"c:\xampp\htdocs\images\Funciones\Actualizar.svg", "XML", 0, 0, 0, 137, 0, 0, 0, 0, 0, 1, 1, 139
"c:\xampp\htdocs\images\Funciones\Agregar.svg", "XML", 0, 0, 0, 43, 0, 0, 0, 0, 0, 1, 1, 45
"c:\xampp\htdocs\images\Funciones\Bloqueado.svg", "XML", 0, 0, 0, 45, 0, 0, 0, 0, 0, 1, 1, 47
"c:\xampp\htdocs\images\Funciones\Consultar.svg", "XML", 0, 0, 0, 74, 0, 0, 0, 0, 0, 1, 1, 76
"c:\xampp\htdocs\images\Funciones\Eliminar.svg", "XML", 0, 0, 0, 47, 0, 0, 0, 0, 0, 1, 1, 49
"c:\xampp\htdocs\images\Iconos\Acerca.svg", "XML", 0, 0, 0, 33, 0, 0, 0, 0, 0, 1, 1, 35
"c:\xampp\htdocs\images\Iconos\Base.svg", "XML", 0, 0, 0, 300, 0, 0, 0, 0, 0, 1, 1, 302
"c:\xampp\htdocs\images\Iconos\Calle.svg", "XML", 0, 0, 0, 105, 0, 0, 0, 0, 0, 1, 1, 107
"c:\xampp\htdocs\images\Iconos\Casa.svg", "XML", 0, 0, 0, 104, 0, 0, 0, 0, 0, 1, 1, 106
"c:\xampp\htdocs\images\Iconos\Chatbot.svg", "XML", 0, 0, 0, 265, 0, 0, 0, 0, 0, 1, 1, 267
"c:\xampp\htdocs\images\Iconos\Ciudad.svg", "XML", 0, 0, 0, 426, 0, 0, 0, 0, 0, 1, 1, 428
"c:\xampp\htdocs\images\Iconos\Contrato.svg", "XML", 0, 0, 0, 151, 0, 0, 0, 0, 0, 1, 1, 153
"c:\xampp\htdocs\images\Iconos\Correo.svg", "XML", 0, 0, 0, 206, 0, 0, 0, 0, 0, 1, 1, 208
"c:\xampp\htdocs\images\Iconos\Edificio.svg", "XML", 0, 0, 0, 227, 0, 0, 0, 0, 0, 1, 1, 229
"c:\xampp\htdocs\images\Iconos\Estado.svg", "XML", 0, 0, 0, 494, 0, 0, 0, 0, 0, 1, 1, 496
"c:\xampp\htdocs\images\Iconos\EstudianteI.svg", "XML", 0, 0, 0, 286, 0, 0, 0, 0, 0, 1, 1, 288
"c:\xampp\htdocs\images\Iconos\EstudianteII.svg", "XML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 1, 1, 177
"c:\xampp\htdocs\images\Iconos\Graduacion.svg", "XML", 0, 0, 0, 146, 0, 0, 0, 0, 0, 1, 1, 148
"c:\xampp\htdocs\images\Iconos\Image-Generator.svg", "XML", 0, 0, 0, 303, 0, 0, 0, 0, 0, 1, 1, 305
"c:\xampp\htdocs\images\Iconos\Materia.svg", "XML", 0, 0, 0, 890, 0, 0, 0, 0, 0, 1, 1, 892
"c:\xampp\htdocs\images\Iconos\Matricula.svg", "XML", 0, 0, 0, 229, 0, 0, 0, 0, 0, 1, 1, 231
"c:\xampp\htdocs\images\Iconos\Mensualidad.svg", "XML", 0, 0, 0, 267, 0, 0, 0, 0, 0, 1, 1, 269
"c:\xampp\htdocs\images\Iconos\Municipio.svg", "XML", 0, 0, 0, 199, 0, 0, 0, 0, 0, 1, 1, 201
"c:\xampp\htdocs\images\Iconos\Nota.svg", "XML", 0, 0, 0, 367, 0, 0, 0, 0, 0, 1, 1, 369
"c:\xampp\htdocs\images\Iconos\Parroquia.svg", "XML", 0, 0, 0, 255, 0, 0, 0, 0, 0, 1, 1, 257
"c:\xampp\htdocs\images\Iconos\Parroquias.svg", "XML", 0, 0, 0, 103, 0, 0, 0, 0, 0, 1, 1, 105
"c:\xampp\htdocs\images\Iconos\Piso.svg", "XML", 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 1, 126
"c:\xampp\htdocs\images\Iconos\Profesor.svg", "XML", 0, 0, 0, 291, 0, 0, 0, 0, 0, 1, 1, 293
"c:\xampp\htdocs\images\Iconos\Punto.svg", "XML", 0, 0, 0, 327, 0, 0, 0, 0, 0, 1, 1, 329
"c:\xampp\htdocs\images\Iconos\Representante.svg", "XML", 0, 0, 0, 264, 0, 0, 0, 0, 0, 1, 1, 266
"c:\xampp\htdocs\images\Iconos\Seccion.svg", "XML", 0, 0, 0, 730, 0, 0, 0, 0, 0, 1, 1, 732
"c:\xampp\htdocs\images\Iconos\Telefono.svg", "XML", 0, 0, 0, 108, 0, 0, 0, 0, 0, 1, 1, 110
"c:\xampp\htdocs\images\Iconos\Usuario.svg", "XML", 0, 0, 0, 237, 0, 0, 0, 0, 0, 1, 1, 239
"c:\xampp\htdocs\images\Iconos\Vereda.svg", "XML", 0, 0, 0, 507, 0, 0, 0, 0, 0, 1, 1, 509
"c:\xampp\htdocs\images\Iconos\Voice.svg", "XML", 0, 0, 0, 355, 0, 0, 0, 0, 0, 1, 1, 357
"c:\xampp\htdocs\images\Iconos\cedula.svg", "XML", 0, 0, 0, 90, 0, 0, 0, 0, 0, 1, 1, 92
"c:\xampp\htdocs\images\Iconos\nacimiento.svg", "XML", 0, 0, 0, 114, 0, 0, 0, 0, 0, 1, 1, 116
"c:\xampp\htdocs\images\Menu-2\Captura.svg", "XML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 1, 40
"c:\xampp\htdocs\images\Menu-2\Flecha-derecha.svg", "XML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 1, 40
"c:\xampp\htdocs\images\Menu-2\Flecha-izquierda.svg", "XML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 1, 40
"c:\xampp\htdocs\images\Menu-2\Imprimir.svg", "XML", 0, 0, 0, 64, 0, 0, 0, 0, 0, 1, 1, 66
"c:\xampp\htdocs\images\OLD\UEP3.svg", "XML", 0, 0, 0, 1161, 0, 0, 0, 0, 0, 1, 1, 1163
"c:\xampp\htdocs\images\UEP3.svg", "XML", 0, 0, 0, 2756, 0, 0, 0, 0, 0, 1, 1, 2758
"c:\xampp\htdocs\images\Ventana\Ayuda-black.svg", "XML", 0, 0, 0, 32, 0, 0, 0, 0, 0, 1, 1, 34
"c:\xampp\htdocs\images\Ventana\Ayuda.svg", "XML", 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 1, 41
"c:\xampp\htdocs\images\Ventana\Buscar-black.svg", "XML", 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 1, 29
"c:\xampp\htdocs\images\Ventana\Buscar.svg", "XML", 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 1, 28
"c:\xampp\htdocs\images\Ventana\Cierre-black.svg", "XML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 1, 32
"c:\xampp\htdocs\images\Ventana\Cierre.svg", "XML", 0, 0, 0, 32, 0, 0, 0, 0, 0, 1, 1, 34
"c:\xampp\htdocs\images\Ventana\Perfil-black.svg", "XML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 1, 32
"c:\xampp\htdocs\images\Ventana\Perfil.svg", "XML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 1, 26
"c:\xampp\htdocs\index.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"c:\xampp\htdocs\js\AJAX.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 6, 13, 46
"c:\xampp\htdocs\js\Menu-Contextual.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 6, 25
"c:\xampp\htdocs\js\Validacion.js", "JavaScript", 0, 94, 0, 0, 0, 0, 0, 0, 0, 15, 16, 125
"c:\xampp\htdocs\js\bootstrap.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\xampp\htdocs\js\chart.js", "JavaScript", 0, 11201, 0, 0, 0, 0, 0, 0, 0, 70, 60, 11331
"c:\xampp\htdocs\js\jquery.js", "JavaScript", 0, 6758, 0, 0, 0, 0, 0, 0, 0, 1885, 2062, 10705
"c:\xampp\htdocs\js\jquery.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4
"c:\xampp\htdocs\js\jquery.parallax.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 16, 15, 74
"c:\xampp\htdocs\js\moment-min.js", "JavaScript", 0, 4583, 0, 0, 0, 0, 0, 0, 0, 346, 756, 5685
"c:\xampp\htdocs\js\scripts.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 17, 20, 70
"c:\xampp\htdocs\js\smoothscroll.js", "JavaScript", 0, 277, 0, 0, 0, 0, 0, 0, 0, 6, 21, 304
"c:\xampp\htdocs\js\trancision.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\routes2.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 77
"c:\xampp\htdocs\sql\Batalla_de_Niquitao.sql", "SQL", 0, 0, 2163, 0, 0, 0, 0, 0, 0, 467, 738, 3368
"Total", "-", 55797, 23042, 2708, 15500, 1511, 3460, 3341, 17, 35, 19972, 15224, 140607